09/01/2024 18:29:58.734 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0026 : -1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0027 : -1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0028 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0029 : 20
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0030 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0031 : 1002740646
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0032 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0033 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0034 : 3
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0035 : 1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0036 : 2
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0037 : 960
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0038 : 540
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0039 : 1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0040 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0041 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0042 : D:\SteamLibrary\steamapps\common\FFXINA\SquareEnix\FINAL FANTASY XI
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0043 : 1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0044 : 1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   0045 : 0
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   padmode000 : -1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   padsin000 : -1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize |   padguid000 : -1
09/01/2024 18:29:58.735 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
09/01/2024 18:29:58.735 | DEBUG    |                             Properties::Properties | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                           ChatManager::ChatManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                           FontManager::FontManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                             GuiManager::GuiManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                             Controller::Controller | null.ctor
09/01/2024 18:29:58.736 | DEBUG    |                                     XInput::XInput | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                         InputManager::InputManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                       MemoryManager::MemoryManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                       OffsetManager::OffsetManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                       PacketManager::PacketManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                       PluginManager::PluginManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                 PolPluginManager::PolPluginManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                     PointerManager::PointerManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                 PrimitiveManager::PrimitiveManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                   ResourceManager::ResourceManager | .ctor
09/01/2024 18:29:58.736 | DEBUG    |                             Properties::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                             Properties::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                           InputManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                           InputManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                          OffsetManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                          OffsetManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                         PointerManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                         PointerManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                          MemoryManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                             MemoryManager::Release | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                          MemoryManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                            ChatManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                            ChatManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                          PacketManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                          PacketManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                          PluginManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                          PluginManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                       PolPluginManager::Initialize | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                       PolPluginManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                             AshitaCore::Initialize | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                   Ashita::Hooks::Registry::Install | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                   Ashita::Hooks::Registry::Install | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                     Ashita::Hooks::Window::Install | <Begin>
09/01/2024 18:29:58.736 | DEBUG    |                     Ashita::Hooks::Window::Install | <End> [Status: Ok!]
09/01/2024 18:29:58.736 | DEBUG    |                     Ashita::Hooks::XInput::Install | <Begin>
09/01/2024 18:29:58.737 | DEBUG    |                     Ashita::Hooks::XInput::Install | <End> [Status: Ok!]
09/01/2024 18:30:00.026 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline Mask window. [dwExStyle: 8][dwStyle: -2130706432][Pos: -1 x -1][Size: 1921 x 1081]
09/01/2024 18:30:00.026 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: -2147483648 x -2147483648][Size: 658 x 527]
09/01/2024 18:30:00.029 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
09/01/2024 18:31:13.982 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExA | CreateWindowExA - Creating Final Fantasy XI window. [dwExStyle: 0][dwStyle: -2147483648][Pos: -2147483648 x -2147483648][Size: 1920 x 1080]
09/01/2024 18:31:13.990 | DEBUG    |       Ashita::Hooks::DirectX::Mine_Direct3DCreate8 | Direct3DCreate8 - Creating new Direct3D instance. [SDKVersion: 220]
09/01/2024 18:31:14.078 | DEBUG    |                       newIDirect3D8::newIDirect3D8 | .ctor
09/01/2024 18:31:14.079 | DEBUG    |                        newIDirect3D8::CreateDevice | Creating a new graphics device..
09/01/2024 18:31:14.139 | DEBUG    |           newIDirect3DDevice8::newIDirect3DDevice8 | .ctor
09/01/2024 18:31:14.139 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event invoked.
09/01/2024 18:31:14.139 | DEBUG    |                           ResourceManager::Release | <Begin>
09/01/2024 18:31:14.139 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
09/01/2024 18:31:14.139 | DEBUG    |                        ResourceManager::Initialize | <Begin>
09/01/2024 18:31:14.139 | DEBUG    |                           ResourceManager::Release | <Begin>
09/01/2024 18:31:14.139 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
09/01/2024 18:31:14.151 | DEBUG    |                        ResourceManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.151 | DEBUG    |                            ResourceManager::Update | <Begin>
09/01/2024 18:31:14.151 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\ashita.datmap.ini
09/01/2024 18:31:14.154 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.datmap.ini
09/01/2024 18:31:14.154 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.datmap.ini
09/01/2024 18:31:14.252 | DEBUG    |                            ResourceManager::Update | Resource parsing completed in: 101.446000ms [Status: 1]
09/01/2024 18:31:14.252 | DEBUG    |                            ResourceManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.252 | DEBUG    |                               InputManager::Update | <Begin>
09/01/2024 18:31:14.252 | DEBUG    |                                       Mouse::Mouse | .ctor
09/01/2024 18:31:14.252 | DEBUG    |                                  Mouse::Initialize | <Begin>
09/01/2024 18:31:14.252 | DEBUG    |                                  Mouse::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.252 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
09/01/2024 18:31:14.252 | DEBUG    |                               InputManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.252 | DEBUG    |                              OffsetManager::Update | <Begin>
09/01/2024 18:31:14.252 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\ashita.offsets.ini
09/01/2024 18:31:14.253 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.offsets.ini
09/01/2024 18:31:14.253 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.offsets.ini
09/01/2024 18:31:14.253 | DEBUG    |                              OffsetManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.253 | DEBUG    |                             PointerManager::Update | <Begin>
09/01/2024 18:31:14.253 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\ashita.pointers.ini
09/01/2024 18:31:14.255 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.pointers.ini
09/01/2024 18:31:14.256 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Github Projects\Ashita-v4beta\\config\\ashita\custom.pointers.ini
09/01/2024 18:31:14.258 | DEBUG    |                             PointerManager::Update | Pointer: (04C2EC5C) [Ok!] autofollow
09/01/2024 18:31:14.258 | DEBUG    |                             PointerManager::Update | Pointer: (04C8AED5) [Ok!] castbar
09/01/2024 18:31:14.258 | DEBUG    |                             PointerManager::Update | Pointer: (04D36B40) [Ok!] chat.addchatmessage
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04DC6590) [Ok!] chat.inputtext.this
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C21AA2) [Ok!] chat.logfile
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04DC97A0) [Ok!] chat.parseautotranslate
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CE9B85) [Ok!] chat.parseautotranslate.this
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C907B0) [Ok!] chat.parseinputtext
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C907D2) [Ok!] chat.parseinputtext.this
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C87B6C) [Ok!] clientversion
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04656533) [Ok!] config.autodisconnect
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04DC78A2) [Ok!] config.languagefilter
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C139A0) [Ok!] entitymap
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CA537B) [Ok!] entitymap.size
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CFA956) [Ok!] inventory
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D27AD5) [Ok!] inventory.selecteditem
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D6DB62) [Ok!] menu
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CECC20) [Ok!] packets.decryptbuffer
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CECAF0) [Ok!] packets.encryptbuffer
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D0B7A0) [Ok!] packets.queuepacket1
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CED280) [Ok!] packets.queuepacket2
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04E1013B) [Ok!] party
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CA896F) [Ok!] party.statusicons
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D55E4A) [Ok!] player
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CF5440) [Ok!] player.hasability
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CA7874) [Ok!] player.haskeyitem
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CFF470) [Ok!] player.hasspell
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D00380) [Ok!] player.joblevels
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04D003C0) [Ok!] player.jobmasterlevels
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C9E28A) [Ok!] player.loginstatus
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C96FEF) [Ok!] player.petmp
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04CAC91D) [Ok!] player.pettp
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04E31824) [Ok!] recast.abilities
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04E38342) [Ok!] recast.spells
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C8A007) [Ok!] target.settarget
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer: (04C985F3) [Ok!] target.target
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | Pointer scan completed in: 8.525400ms
09/01/2024 18:31:14.262 | DEBUG    |                             PointerManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.262 | DEBUG    |                            FontManager::Initialize | <Begin>
09/01/2024 18:31:14.262 | DEBUG    |                            FontManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.262 | DEBUG    |                       PrimitiveManager::Initialize | <Begin>
09/01/2024 18:31:14.262 | DEBUG    |                       PrimitiveManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.262 | DEBUG    |                             GuiManager::Initialize | <Begin>
09/01/2024 18:31:14.262 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 18px - is_jp: 0
09/01/2024 18:31:14.263 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 24px - is_jp: 0
09/01/2024 18:31:14.264 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 32px - is_jp: 0
09/01/2024 18:31:14.341 | DEBUG    |                             GuiManager::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                              MemoryManager::Update | <Begin>
09/01/2024 18:31:14.341 | DEBUG    |                              MemoryManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | <Begin>
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | Hooking game function: AddChatMessage
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseAutoTranslate
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseInputText
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | Detour transaction result: 0 [Success]
09/01/2024 18:31:14.341 | DEBUG    |                   CommandTaskPool::CommandTaskPool | .ctor
09/01/2024 18:31:14.341 | DEBUG    |                        CommandTaskPool::Initialize | <Begin>
09/01/2024 18:31:14.341 | DEBUG    |                     CommandTaskPool::CreateThreads | Creating task pool; thread count: 16
09/01/2024 18:31:14.341 | DEBUG    |                        CommandTaskPool::Initialize | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                                ChatManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                              PacketManager::Update | <Begin>
09/01/2024 18:31:14.341 | DEBUG    |                              PacketManager::Update | Hooking game function: DecryptBuffer
09/01/2024 18:31:14.341 | DEBUG    |                              PacketManager::Update | Hooking game function: EncryptBuffer
09/01/2024 18:31:14.341 | DEBUG    |                              PacketManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                              PluginManager::Update | <Begin>
09/01/2024 18:31:14.341 | DEBUG    |                              PluginManager::Update | <End> [Status: Ok!]
09/01/2024 18:31:14.341 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event finished.
09/01/2024 18:31:14.374 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
09/01/2024 18:31:14.374 | DEBUG    |               newIDirectInput8A::newIDirectInput8A | .ctor
09/01/2024 18:31:14.374 | DEBUG    |                    newIDirectInput8A::CreateDevice | Creating input device: {6F1D2B61,D5A0,11CF,BF,C7,44,45,53,54,00,00}
09/01/2024 18:31:14.374 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
